Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,svd,19517,0.004,5,5,1.0,0.9011449475823842,12.06189012336513,0.18854728534094656,0.3333333333333333,3,0.3333333333333333
5,svd,19560,0.005,5,5,1.0,1.0,13.600410409469312,0.0,0.0,,0.0
5,svd,20028,0.002,5,5,1.0,0.9626653741155505,11.204395572359223,0.0,0.0,,0.0
5,svd,21050,0.003,5,5,1.0,0.9966916992815555,10.44253606521631,0.0,0.0,,0.0
5,svd,21391,0.002,5,5,1.0,0.9311294550897489,12.430960369793672,0.0,0.0,,0.0
5,svd,23068,0.002,5,5,1.0,0.9695188008866867,11.739057293322526,0.0,0.0,,0.0
5,svd,23428,0.003,5,5,1.0,0.9442918344057779,14.73134016304077,0.0,0.0,,0.0
5,svd,23852,0.003,5,5,1.0,0.9875915570673566,11.034945532683583,0.0,0.0,,0.0
5,lucene,73680,0.109,5,5,1.0,0.9417536895857023,13.184818934934553,0.0,0.0,,0.0
5,svd,24200,0.009000000000000001,5,5,1.0,0.9869250142731614,15.115495493007945,0.07986894636820091,0.058823529411764705,17,0.058823529411764705
5,svd,24386,0.003,5,5,1.0,0.9952230744916787,13.638930695573494,0.0,0.0,,0.0
5,svd,24797,0.002,5,5,1.0,0.9910324607391489,14.469480655897856,0.0,0.0,,0.0
5,svd,24884,0.003,5,5,1.0,0.9862133635578468,13.200537007218344,0.0,0.0,,0.0
5,svd,26022,0.005,5,5,1.0,0.9873006662456527,14.346551844328435,0.0,0.0,,0.0
5,svd,26222,0.002,5,5,1.0,0.9473397984607673,10.865495493007945,0.0,0.0,,0.0
5,svd,27731,0.003,5,5,1.0,0.9563040614899526,14.98134016304077,0.0,0.0,,0.0
5,svd,27838,0.003,5,5,1.0,0.9602943170868945,12.930960369793672,0.0,0.0,,0.0
5,svd,31273,0.003,5,5,1.0,0.8957872025182677,12.662016721114163,0.0,0.0,,0.0
5,svd,31392,0.003,5,5,1.0,0.9116305386320733,11.7464252465794,0.0934507754762174,0.1,10,0.1
5,svd,33860,0.027,5,5,1.0,0.8323845125329731,10.81189012336513,0.0,0.0,,0.0
5,svd,33871,0.003,5,5,1.0,0.9707391842223302,14.41587528625504,0.06369073408856847,0.07692307692307693,13,0.07692307692307693
5,svd,38159,0.002,5,5,1.0,0.9946817236978255,12.965622090756977,0.0,0.0,,0.0
5,svd,38875,0.003,5,5,1.0,0.904833562166684,13.346551844328435,0.0,0.0,,0.0
5,svd,41244,0.003,5,5,1.0,0.9923042368253571,8.93867750007543,0.0,0.0,,0.0
5,svd,41518,0.003,5,5,1.0,0.9875154565006291,14.596551844328435,0.0626146679653086,0.05,20,0.05
5,svd,41557,0.003,5,5,1.0,0.9811324796093147,13.00028381172028,0.1904652798495926,0.3333333333333333,3,0.3333333333333333
5,svd,41703,0.003,5,5,1.0,0.8966455919647207,11.7464252465794,0.0,0.0,,0.0
5,svd,43599,0.003,5,5,1.0,1.0,11.719480655897856,0.0,0.0,,0.0
5,svd,43618,0.011,5,5,1.0,0.9672911626061824,12.850410409469312,0.0,0.0,,0.0
5,svd,43649,0.003,5,5,1.0,0.8230377148089927,12.308031558224252,0.0,0.0,,0.0
