Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
1,svd,114335,0.003,5,5,1.0,0.9740627980400347,15.162016721114163,0.0,0.0,,0.0
1,svd,114601,0.002,5,5,1.0,1.0,12.489057293322526,0.0,0.0,,0.0
1,svd,116220,0.002,5,5,1.0,0.9620775982994201,12.684818934934553,0.0,0.0,,0.0
1,svd,117861,0.002,5,5,1.0,0.9827273656170106,13.365495493007945,0.0,0.0,,0.0
1,svd,118482,0.003,5,5,1.0,0.9976939977103352,14.9964252465794,0.07255107114225799,0.041666666666666664,24,0.041666666666666664
1,svd,120907,0.002,5,5,1.0,0.9714992126884457,14.81189012336513,0.0,0.0,,0.0
1,svd,121052,0.002,5,5,1.0,0.9250188077174838,12.81189012336513,0.13988429482830386,0.13247863247863248,9,0.1111111111111111
1,svd,121612,0.002,5,5,1.0,0.9976939977103352,14.9964252465794,0.0,0.0,,0.0
1,svd,121954,0.002,5,5,1.0,1.0,13.350410409469312,0.07558548224580024,0.045454545454545456,22,0.045454545454545456
1,svd,121987,0.002,5,5,1.0,1.0,13.781086967542706,0.0,0.0,,0.0
1,svd,122710,0.002,5,5,1.0,0.9822074811587287,12.100410409469312,0.0,0.0,,0.0
1,svd,122841,0.002,5,5,1.0,0.9796690086299535,12.803889181363095,0.0,0.0,,0.0
1,svd,124425,0.002,5,5,1.0,0.9740371659416174,11.269227460399792,0.0,0.0,,0.0
1,svd,124448,0.002,5,5,1.0,0.9913872980260483,11.969480655897856,0.0,0.0,,0.0
1,svd,126097,0.002,5,5,1.0,0.9923930367613345,13.565748688506009,0.0,0.0,,0.0
1,svd,126249,0.002,5,5,1.0,1.0,16.81189012336513,0.0,0.0,,0.0
1,svd,126292,0.002,5,5,1.0,0.9743290824498068,11.973339221038733,0.4068744167616091,1.0,1,1.0
1,svd,127647,0.002,5,5,1.0,0.9595241281118696,13.4964252465794,0.0,0.0,,0.0
1,svd,127890,0.002,5,5,1.0,0.9966696637740978,10.373212623289701,0.0,0.0,,0.0
1,svd,129869,0.002,5,5,1.0,0.9865621431655185,16.092693279187557,0.0,0.0,,0.0
1,svd,130517,0.002,5,5,1.0,0.9363242003432625,11.769227460399792,0.0,0.0,,0.0
1,svd,130715,0.002,5,5,1.0,0.9287688614335059,13.038804097824462,0.0,0.0,,0.0
1,svd,131630,0.002,5,5,1.0,0.9759635113940808,12.965622090756977,0.16209195476708727,0.2,5,0.2
1,svd,131835,0.002,5,5,1.0,0.9729462024782403,15.627355000150859,0.2801662796493595,1.0,1,1.0
1,svd,131910,0.001,5,5,1.0,0.9953240321649106,13.934818934934553,0.3571356171947222,1.0,1,1.0
1,svd,132470,0.002,5,5,1.0,0.9937542227827872,15.930960369793672,0.0,0.0,,0.0
1,svd,132578,0.002,5,5,1.0,0.9976939977103352,14.9964252465794,0.0,0.0,,0.0
1,svd,134181,0.001,5,5,1.0,0.9973840770917946,13.215622090756977,0.0952326399247963,0.1111111111111111,9,0.1111111111111111
1,svd,134521,0.002,5,5,1.0,1.0,10.258000942002038,0.09980815024564058,0.06666666666666667,15,0.06666666666666667
1,svd,134525,0.002,5,5,1.0,0.9974791995977742,13.715622090756977,0.0,0.0,,0.0
1,svd,134557,0.003,5,5,1.0,0.9972814941631777,12.715622090756977,0.0,0.0,,0.0
1,svd,137446,0.002,5,5,1.0,0.9344502541380474,13.377355000150859,0.0,0.0,,0.0
1,svd,138072,0.001,5,5,1.0,0.996460439600928,9.758000942002038,0.1103839328395647,0.07692307692307693,13,0.07692307692307693
1,svd,138176,0.002,5,5,1.0,0.9935531493733645,15.430960369793672,0.0,0.0,,0.0
4,lucene-log,35259,0.457,5,5,1.0,0.8762567656150502,9.453762583614063,0.0,0.0,,0.0
5,lucene-svd-log,51549,0.597,5,5,1.0,0.9554953762062736,14.696678442077467,0.0,0.0,,0.0
4,lucene-log,36072,0.20600000000000002,5,5,1.0,1.0,13.385072130432615,0.0,0.0,,0.0
5,ii-log,41518,0.494,5,5,1.0,1.0,14.781086967542706,0.4597950508564202,0.28596491228070176,2,0.5
5,lucene-log,73947,0.41100000000000003,5,5,1.0,0.9873211142861656,14.369987046893984,0.0,0.0,,0.0
4,lucene-log,36624,0.186,5,5,1.0,0.9374255390007968,15.558031558224252,0.047290147503122645,0.045454545454545456,22,0.045454545454545456
5,ii-svd-log,23068,1.244,5,5,1.0,1.0,12.10812753975107,0.0,0.0,,0.0
4,lucene-log,36665,0.176,5,5,1.0,0.9780248069094993,14.211763525616098,0.12089089341326856,0.06340579710144928,23,0.043478260869565216
4,ii-svd-log,316,0.545,5,5,1.0,0.9622280710229121,10.284945532683583,0.0,0.0,,0.0
5,lucene-log,74182,0.343,5,5,1.0,0.9929888671656019,14.180960369793672,0.2618701726071948,0.24358974358974358,3,0.3333333333333333
5,ii-log,41557,0.399,5,5,1.0,0.9860731191998284,13.065748688506009,0.36406248087428283,0.5526315789473684,1,1.0
5,lucene-svd-log,52762,0.711,5,5,1.0,0.9938929059263977,10.654015779112127,0.0,0.0,,0.0
4,lucene-log,40071,0.259,5,5,1.0,0.8593697575589483,13.492566681438523,0.0,0.0,,0.0
4,lucene-log,41240,0.132,5,5,1.0,0.8767428909649655,10.58532532593068,0.0,0.0,,0.0
5,ii-svd-log,23428,0.748,5,5,1.0,0.9679495611412566,15.100410409469312,0.0,0.0,,0.0
5,lucene-log,74546,0.622,5,5,1.0,0.9365513436885643,10.10426897461019,0.0,0.0,,0.0
5,lucene-svd-log,53007,0.61,5,5,1.0,0.9762748417689473,15.992566681438523,0.09628861608096326,0.1111111111111111,9,0.1111111111111111
5,ii-log,41703,0.725,5,5,1.0,0.9401040351838039,12.315748688506009,0.0,0.0,,0.0
5,lucene-log,75001,0.255,5,5,1.0,0.985767352933584,12.781086967542706,0.0,0.0,,0.0
5,lucene-svd-log,53819,0.161,5,5,1.0,1.0,16.662016721114163,0.11608823040740333,0.16666666666666666,6,0.16666666666666666
4,lucene-log,41486,0.639,5,5,1.0,0.8562181326938451,9.781086967542706,0.0,0.0,,0.0
4,lucene-log,42367,0.316,5,5,1.0,1.0,14.531086967542706,0.18861889951367689,0.14583333333333331,6,0.16666666666666666
5,lucene-svd-log,53877,0.387,5,5,1.0,0.9841450105648921,11.454395572359223,0.0,0.0,,0.0
5,ii-svd-log,23852,0.747,5,5,1.0,0.9524382020789424,10.642156271969212,0.0,0.0,,0.0
4,ii-svd-log,910,1.385,5,5,1.0,0.9974449091045987,13.531086967542706,0.0,0.0,,0.0
5,lucene-svd-log,54643,0.129,5,5,1.0,0.972158699288828,14.646298648830369,0.09257520200902512,0.08333333333333333,12,0.08333333333333333
5,lucene-log,75195,0.788,5,5,1.0,0.9978795698754457,16.31189012336513,0.38621280716008616,0.5714285714285714,1,1.0
5,ii-log,43599,0.991,5,5,1.0,1.0,11.719480655897856,0.0,0.0,,0.0
5,lucene-svd-log,56246,0.335,5,5,1.0,0.978842167583708,12.65015721397125,0.6595471862281134,0.6805555555555555,1,1.0
4,lucene-log,42399,0.504,5,5,1.0,0.9009815743022682,11.266001884004073,0.0,0.0,,0.0
5,lucene-log,79107,0.171,5,5,1.0,1.0,12.138930695573494,0.12747508555283502,0.16666666666666666,6,0.16666666666666666
4,lucene-log,43604,0.184,5,5,1.0,0.9874861113708168,14.56189012336513,0.0,0.0,,0.0
4,ii-svd-log,975,0.71,5,5,1.0,1.0,13.565748688506009,0.0,0.0,,0.0
4,lucene-log,44194,0.117,5,5,1.0,0.9745473777464804,14.131213565291738,0.16903003766274183,0.12692307692307692,10,0.1
5,lucene-log,79846,0.302,5,5,1.0,0.9574356646480354,12.719480655897856,0.0,0.0,,0.0
5,ii-svd-log,24200,0.92,5,5,1.0,0.9869250142731614,15.115495493007945,0.0,0.0,,0.0
5,lucene-log,80070,0.111,5,5,1.0,0.9413314673117049,10.123212623289701,0.0,0.0,,0.0
5,lucene-log,80585,0.193,5,5,1.0,1.0,16.87735500015086,0.5464452618375796,0.33238095238095233,3,0.3333333333333333
5,ii-svd-log,24386,0.305,5,5,1.0,0.9952230744916787,13.638930695573494,0.0,0.0,,0.0
5,ii-log,43618,0.8180000000000001,5,5,1.0,0.9950722510209266,13.219480655897856,0.08123150350158795,0.05555555555555555,18,0.05555555555555555
5,lucene-svd-log,56574,0.871,5,5,1.0,0.9941022118242269,11.684818934934553,0.1488836823556771,0.25,4,0.25
5,ii-log,43649,0.213,5,5,1.0,0.9665650144413613,14.454395572359223,0.0,0.0,,0.0
5,lucene-svd-log,57242,0.262,5,5,1.0,0.9763666731291899,16.54617205108134,0.5900861360047212,1.0,1,1.0
4,lucene-log,45461,0.902,5,5,1.0,0.9354127412160527,14.092693279187555,0.20276318458209783,0.26666666666666666,5,0.2
5,lucene-log,80946,0.664,5,5,1.0,1.0,14.315748688506009,0.21287124377818303,0.20833333333333331,6,0.16666666666666666
5,lucene-log,81574,0.122,5,5,1.0,1.0,17.80803155822425,0.0,0.0,,0.0
5,lucene-svd-log,57387,0.361,5,5,1.0,0.9861699152463491,14.004142376861159,0.0,0.0,,0.0
4,lucene-log,45537,0.277,5,5,1.0,0.9525727516341345,11.434818934934553,0.41652288377034385,0.5,2,0.5
4,ii-svd-log,2945,1.272,5,5,1.0,0.9304180022366995,10.904015779112127,0.0,0.0,,0.0
5,ii-log,44086,0.5760000000000001,5,5,1.0,0.959670769059917,14.73134016304077,0.0,0.0,,0.0
5,ii-svd-log,24797,0.876,5,5,1.0,0.997625976257433,14.565748688506009,0.0,0.0,,0.0
5,lucene-log,81783,0.363,5,5,1.0,0.9875592488730048,15.896298648830369,0.09958234269601583,0.14285714285714285,7,0.14285714285714285
5,ii-log,45252,0.36,5,5,1.0,0.9552886452972709,12.2464252465794,0.0,0.0,,0.0
5,lucene-svd-log,57937,0.531,5,5,1.0,1.0,15.016001884004073,0.0,0.0,,0.0
5,lucene-log,82472,0.26,5,5,1.0,0.9554623001569206,14.361636927867066,0.0,0.0,,0.0
4,lucene-log,45811,0.623,5,5,1.0,0.9860731191998284,13.065748688506009,0.0,0.0,,0.0
4,lucene-log,46093,0.18,5,5,1.0,0.9492558114419205,10.65015721397125,0.054514676218461615,0.058823529411764705,17,0.058823529411764705
4,ii-svd-log,3029,0.837,5,5,1.0,0.9249357295319087,7.869354058148822,0.0,0.0,,0.0
4,lucene-log,46153,0.188,5,5,1.0,0.9863310189779813,13.315748688506009,0.0,0.0,,0.0
5,lucene-log,83631,0.551,5,5,1.0,0.97158667703099,15.396298648830369,0.31552605570716175,0.5,2,0.5
5,lucene-svd-log,58166,0.619,5,5,1.0,1.0,11.35426897461019,0.0,0.0,,0.0
5,ii-svd-log,24884,1.071,5,5,1.0,0.9488583164480753,12.700537007218344,0.0,0.0,,0.0
4,ii-svd-log,3569,0.399,5,5,1.0,0.949504238496658,16.05803155822425,0.06840645233956344,0.05,20,0.05
5,lucene-svd-log,58579,0.189,5,5,1.0,0.9752246369158528,15.146298648830369,0.0,0.0,,0.0
5,ii-svd-log,26022,0.487,5,5,1.0,0.9931094901590858,14.430960369793672,0.0,0.0,,0.0
5,lucene-log,83891,0.608,5,5,1.0,1.0,4.280803155822426,0.22924699276993377,0.12878787878787878,11,0.09090909090909091
4,lucene-log,47953,0.792,5,5,1.0,1.0,14.684818934934553,0.740029177554316,0.7575757575757575,1,1.0
5,ii-log,45619,1.426,5,5,1.0,0.9644296036528945,14.4964252465794,0.0,0.0,,0.0
4,ii-svd-log,3665,0.659,5,5,1.0,0.9651607914020831,14.81189012336513,0.29322547798664284,0.5,2,0.5
4,lucene-log,48098,0.4,5,5,1.0,0.9975357357982922,14.031086967542706,0.19070959857359066,0.13596491228070173,6,0.16666666666666666
5,lucene-log,84549,0.53,5,5,1.0,0.9605896979496075,12.281086967542706,0.0,0.0,,0.0
5,lucene-svd-log,58802,0.969,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
5,lucene-log,85242,0.20600000000000002,5,5,1.0,1.0,14.100410409469312,0.0,0.0,,0.0
5,lucene-svd-log,61755,0.193,5,5,1.0,0.9675522788615749,16.05803155822425,0.07327255120999782,0.07692307692307693,13,0.07692307692307693
5,lucene-svd-log,62732,0.188,5,5,1.0,1.0,8.657874344253004,0.0,0.0,,0.0
5,lucene-log,85391,0.275,5,5,1.0,0.9813789711461387,15.830833772044642,0.22172488019619108,0.165,4,0.25
4,ii-svd-log,4483,0.907,5,5,1.0,1.0,16.196678442077467,0.07403137236617631,0.05555555555555555,18,0.05555555555555555
5,ii-svd-log,26222,1.179,5,5,1.0,0.9416320529446646,10.800030616222216,0.0,0.0,,0.0
4,lucene-log,48410,0.84,5,5,1.0,0.9722008069687479,15.196678442077467,0.0,0.0,,0.0
5,ii-log,45669,1.194,5,5,1.0,1.0,10.68867750007543,0.0,0.0,,0.0
5,lucene-log,85617,0.37,5,5,1.0,1.0,14.419733851395918,0.34674703788072825,0.5,2,0.5
5,lucene-svd-log,63200,0.51,5,5,1.0,0.9577683024465853,14.396298648830369,0.0,0.0,,0.0
5,ii-log,45854,0.432,5,5,1.0,0.9891623510971262,16.842693279187557,0.08809419622211757,0.125,8,0.125
5,lucene-log,86204,0.404,5,5,1.0,0.8394274522671921,10.218847667152694,0.0,0.0,,0.0
5,ii-svd-log,27731,0.788,5,5,1.0,0.9474538133346606,14.842693279187555,0.0,0.0,,0.0
4,ii-svd-log,4629,0.934,5,5,1.0,0.9818185570986608,13.50028381172028,0.11657449140212031,0.14285714285714285,7,0.14285714285714285
4,lucene-log,49129,0.804,5,5,1.0,0.9428557973326379,11.553889181363095,0.0,0.0,,0.0
5,lucene-svd-log,63295,0.6900000000000001,5,5,1.0,0.9682467612699196,15.2464252465794,0.0,0.0,,0.0
4,lucene-log,51460,0.128,5,5,1.0,0.9888578464269647,16.37735500015086,0.30189790916111175,1.0,1,1.0
5,lucene-log,87502,0.8240000000000001,5,5,1.0,1.0,12.954395572359223,0.07719387557793114,0.0625,16,0.0625
4,ii-svd-log,6116,0.666,5,5,1.0,0.9691953963765411,15.73134016304077,0.10613456529093168,0.2,5,0.2
5,lucene-log,88455,0.176,5,5,1.0,0.9569124086063512,11.10426897461019,0.0,0.0,,0.0
5,ii-svd-log,27838,0.874,5,5,1.0,0.9862958337928599,13.281086967542706,0.0,0.0,,0.0
5,ii-log,45928,1.077,5,5,1.0,0.9539853616117263,11.723339221038733,0.11551912897586963,0.1111111111111111,9,0.1111111111111111
5,lucene-svd-log,63902,0.763,5,5,1.0,1.0,13.25028381172028,0.10062677541698839,0.125,8,0.125
5,lucene-log,93623,0.146,5,5,1.0,0.9748156835397835,15.627355000150859,0.0,0.0,,0.0
4,lucene-log,52004,0.838,5,5,1.0,0.985767352933584,12.781086967542706,0.0,0.0,,0.0
5,lucene-svd-log,65874,0.273,5,5,1.0,0.9861327500033238,16.430960369793674,0.0,0.0,,0.0
4,lucene-log,52208,0.268,5,5,1.0,0.8844920682114755,11.781086967542706,0.0,0.0,,0.0
5,lucene-svd-log,66281,0.395,5,5,1.0,1.0,13.885072130432615,0.0,0.0,,0.0
5,lucene-log,93705,0.639,5,5,1.0,0.9581433251761284,13.303889181363095,0.18175771725048998,0.3333333333333333,3,0.3333333333333333
4,lucene-log,53023,0.315,5,5,1.0,0.9818326046105985,15.592693279187555,0.425420931379917,0.4230019493177388,1,1.0
4,ii-svd-log,6988,0.9480000000000001,5,5,1.0,1.0,8.93867750007543,0.0,0.0,,0.0
5,ii-svd-log,31273,0.978,5,5,1.0,0.9926434642900739,14.031086967542706,0.0634574262227588,0.045454545454545456,22,0.045454545454545456
4,lucene-log,53578,0.221,5,5,1.0,0.984673756498525,16.06189012336513,0.3629004303466073,0.6111111111111112,1,1.0
5,lucene-svd-log,67026,0.34700000000000003,5,5,1.0,0.9898930248933558,12.823465818787767,0.1736862200503451,0.25,4,0.25
5,ii-log,46645,1.243,5,5,1.0,1.0,13.319607253646886,0.0,0.0,,0.0
5,ii-svd-log,31392,0.463,5,5,1.0,0.9301124291831269,11.984565739436487,0.1958637863054862,0.3333333333333333,3,0.3333333333333333
5,lucene-svd-log,68874,0.34800000000000003,5,5,1.0,0.9812809154202794,9.673592416536797,0.0,0.0,,0.0
5,lucene-svd-log,69374,0.194,5,5,1.0,0.9573253960843474,13.196678442077467,0.13083347236912077,0.07919254658385093,14,0.07142857142857142
4,lucene-log,53680,0.739,5,5,1.0,1.0,11.504142376861159,0.4201385183701179,0.375,2,0.5
5,lucene-log,96370,1.035,5,5,1.0,0.9605873783128305,13.031086967542706,0.0,0.0,,0.0
4,ii-svd-log,7723,1.043,5,5,1.0,1.0,13.885072130432615,0.3600989575733818,0.5,2,0.5
5,ii-svd-log,33860,0.46,5,5,1.0,0.8492600131353348,11.031086967542706,0.0,0.0,,0.0
5,ii-log,46809,0.634,5,5,1.0,0.9657692580812225,13.346551844328435,0.15617109645983515,0.11309523809523808,12,0.08333333333333333
5,lucene-svd-log,69498,0.329,5,5,1.0,0.9822671820618994,14.06189012336513,0.0,0.0,,0.0
5,lucene-log,96557,0.22,5,5,1.0,0.983527707248541,15.865495493007945,0.0,0.0,,0.0
5,lucene-log,96977,0.148,5,5,1.0,0.9547790664448643,13.734565739436487,0.0,0.0,,0.0
5,ii-log,50019,0.314,5,5,1.0,0.8431567601898962,7.092409467467276,0.4358990835968985,0.375,2,0.5
5,ii-svd-log,33871,0.461,5,5,1.0,0.9707391842223302,14.41587528625504,0.3806886567095887,0.45,2,0.5
5,lucene-log,96985,0.251,5,5,1.0,0.9645543931907231,15.492566681438523,0.0,0.0,,0.0
5,ii-log,51255,0.232,5,5,1.0,0.9951508518118046,13.434818934934553,0.0,0.0,,0.0
4,ii-svd-log,9263,0.5730000000000001,5,5,1.0,0.9847271533247894,15.146298648830369,0.4173657636496134,0.6111111111111112,1,1.0
4,lucene-log,53930,0.841,5,5,1.0,0.9110062990953031,10.315748688506009,0.0,0.0,,0.0
4,lucene-log,54114,0.129,5,5,1.0,0.9637507768117565,16.05803155822425,0.0,0.0,,0.0
5,lucene-svd-log,70740,0.786,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
5,lucene-svd-log,70835,0.299,5,5,1.0,1.0,16.87735500015086,0.2962549522691978,1.0,1,1.0
4,lucene-log,55429,0.34,5,5,1.0,1.0,15.881213565291738,0.28335366069471624,1.0,1,1.0
4,lucene-log,55593,0.165,5,5,1.0,0.9676929714942687,13.131213565291738,0.0,0.0,,0.0
5,lucene-svd-log,70939,0.20800000000000002,5,5,1.0,0.9397478486080174,15.361636927867066,0.0,0.0,,0.0
5,ii-log,51549,0.853,5,5,1.0,0.9847271533247894,15.146298648830369,0.0,0.0,,0.0
5,lucene-log,98541,0.984,5,5,1.0,1.0,11.469480655897856,0.0,0.0,,0.0
5,lucene-svd-log,72633,0.13,5,5,1.0,0.9468036187656385,13.965622090756977,0.13113402161358959,0.16666666666666666,6,0.16666666666666666
5,ii-svd-log,38159,1.198,5,5,1.0,0.9846372050427099,12.83469233718552,0.1335515847143736,0.16666666666666666,6,0.16666666666666666
4,lucene-log,55704,0.387,5,5,1.0,0.9929888671656019,14.180960369793672,0.1523218481996097,0.09401709401709402,13,0.07692307692307693
5,lucene-log,99471,0.28800000000000003,5,5,1.0,0.9973541499937858,13.065748688506009,0.30533394565323674,0.5,2,0.5
5,ii-svd-log,38875,0.247,5,5,1.0,0.9092717735001983,13.412016721114163,0.0,0.0,,0.0
5,lucene-log,101952,0.159,5,5,1.0,0.9960107023234545,17.30803155822425,0.14386539263186465,0.25,4,0.25
4,lucene-log,57147,0.223,5,5,1.0,0.9696002366999498,10.184818934934553,0.5712032248550801,1.0,1,1.0
4,ii-svd-log,10514,1.442,5,5,1.0,1.0,13.284945532683583,0.5286976146801728,0.5833333333333333,2,0.5
5,lucene-svd-log,72971,0.611,5,5,1.0,0.909588282498723,13.31189012336513,0.0,0.0,,0.0
4,lucene-log,57742,0.196,5,5,1.0,0.9926253804059435,13.9964252465794,0.0,0.0,,0.0
4,ii-svd-log,12255,0.241,5,5,1.0,0.9572443536413359,12.7464252465794,0.0,0.0,,0.0
4,lucene-log,57866,0.232,5,5,1.0,0.9572209407211129,16.092693279187557,0.06093997234209959,0.047619047619047616,21,0.047619047619047616
5,ii-log,52762,1.041,5,5,1.0,0.9906593797812451,10.619354058148824,0.0,0.0,,0.0
4,ii-svd-log,12930,0.231,5,5,1.0,0.9854522855895046,12.50028381172028,0.0,0.0,,0.0
5,lucene-svd-log,73680,0.40700000000000003,5,5,1.0,0.9417536895857023,13.184818934934553,0.0,0.0,,0.0
5,lucene-log,102118,0.84,5,5,1.0,0.9706267493736082,13.234565739436487,0.330031257403933,1.0,1,1.0
4,lucene-log,59163,0.47100000000000003,5,5,1.0,0.9901673006426989,13.184818934934553,0.30039617700601023,1.0,1,1.0
5,ii-svd-log,41244,1.028,5,5,1.0,0.9923042368253571,8.93867750007543,0.0,0.0,,0.0
5,lucene-svd-log,73947,0.419,5,5,1.0,0.9783253017104455,14.239057293322526,0.0,0.0,,0.0
4,lucene-log,60729,0.202,5,5,1.0,0.9690882216131215,14.115495493007945,0.13469255810673572,0.07177033492822966,19,0.05263157894736842
5,lucene-svd-log,74182,0.278,5,5,1.0,0.9954159738026584,14.215622090756977,0.21548368270394996,0.2,5,0.2
5,lucene-log,102679,0.486,5,5,1.0,0.9628181101843862,13.561606311644852,0.08684589686680198,0.058823529411764705,17,0.058823529411764705
5,ii-log,53007,0.869,5,5,1.0,0.9664017692551649,15.830833772044642,0.08016791124489438,0.07142857142857142,14,0.07142857142857142
5,lucene-log,103754,0.149,5,5,1.0,0.930680812682798,11.465622090756977,0.08117141881320747,0.25,4,0.25
4,lucene-log,62046,0.377,5,5,1.0,0.9053795978749666,11.927101804652795,0.0637141036741681,0.05555555555555555,18,0.05555555555555555
5,ii-svd-log,41518,0.527,5,5,1.0,1.0,14.781086967542706,0.5030932902058205,0.38690476190476186,2,0.5
4,ii-svd-log,13215,1.032,5,5,1.0,0.9671918790265198,12.365495493007945,0.12103385383866878,0.16666666666666666,6,0.16666666666666666
5,ii-log,53819,0.258,5,5,1.0,0.9699916277621785,16.162016721114163,0.08674364909008402,0.09090909090909091,11,0.09090909090909091
5,lucene-svd-log,74546,0.556,5,5,1.0,0.9597235134428017,10.35426897461019,0.0,0.0,,0.0
4,ii-svd-log,13340,0.28800000000000003,5,5,1.0,0.9749597115281078,14.369987046893984,0.0,0.0,,0.0
4,lucene-log,63615,0.41300000000000003,5,5,1.0,0.9957932567145273,15.4964252465794,0.18244466890360028,0.3333333333333333,3,0.3333333333333333
5,ii-svd-log,41557,0.40800000000000003,5,5,1.0,0.9860731191998284,13.065748688506009,0.3018803262509651,1.0,1,1.0
4,lucene-log,65648,0.131,5,5,1.0,0.9672058310558286,10.885072130432615,0.1332842565670791,0.25,4,0.25
5,lucene-svd-log,75001,0.29,5,5,1.0,0.985767352933584,12.781086967542706,0.0,0.0,,0.0
5,ii-log,53877,0.607,5,5,1.0,0.9841450105648921,11.454395572359223,0.0,0.0,,0.0
5,ii-log,54643,0.215,5,5,1.0,0.972158699288828,14.646298648830369,0.0,0.0,,0.0
5,lucene-log,103872,1.0230000000000001,5,5,1.0,0.9161585452766619,13.115495493007945,0.0,0.0,,0.0
4,ii-svd-log,13700,0.716,5,5,1.0,1.0,12.184818934934553,0.2510900121632202,0.13804713804713806,6,0.16666666666666666
5,lucene-log,104529,0.123,5,5,1.0,1.0,16.02722840240183,0.0,0.0,,0.0
5,ii-svd-log,41703,0.78,5,5,1.0,0.9348123351713753,12.2464252465794,0.0,0.0,,0.0
5,lucene-svd-log,75195,0.618,5,5,1.0,1.0,16.346551844328435,0.39429258188329763,0.5909090909090909,1,1.0
5,lucene-svd-log,79107,0.189,5,5,1.0,0.9885783280809263,12.00028381172028,0.08904842154700268,0.07692307692307693,13,0.07692307692307693
5,ii-log,56246,0.496,5,5,1.0,0.978842167583708,12.65015721397125,0.5821693204018578,0.5833333333333333,2,0.5
4,lucene-log,67352,0.9480000000000001,5,5,1.0,0.9862958337928599,13.281086967542706,0.08286076759650067,0.08333333333333333,12,0.08333333333333333
5,lucene-log,105214,0.397,5,5,1.0,1.0,14.781086967542706,0.3382701157891387,1.0,1,1.0
5,lucene-log,105841,0.116,5,5,1.0,0.8734123113739667,10.484565739436487,0.0,0.0,,0.0
5,lucene-svd-log,79846,0.335,5,5,1.0,0.9574356646480354,12.719480655897856,0.0,0.0,,0.0
4,ii-svd-log,16472,0.722,5,5,1.0,0.995505560463405,14.50028381172028,0.343271060549435,1.0,1,1.0
4,lucene-log,68594,0.31,5,5,1.0,1.0,14.204395572359223,0.4884434875096851,0.7,1,1.0
5,lucene-log,108010,0.241,5,5,1.0,0.8834876650806327,10.004142376861159,0.0,0.0,,0.0
5,lucene-svd-log,80070,0.12,5,5,1.0,0.9413314673117049,10.123212623289701,0.060842869010589634,0.041666666666666664,24,0.041666666666666664
5,lucene-svd-log,80585,0.154,5,5,1.0,1.0,16.87735500015086,0.3477252663126021,0.3206349206349206,5,0.2
5,ii-svd-log,43599,1.139,5,5,1.0,1.0,11.719480655897856,0.0,0.0,,0.0
5,lucene-log,108442,0.47800000000000004,5,5,1.0,0.9974791995977742,13.715622090756977,0.12952721266902256,0.14285714285714285,7,0.14285714285714285
4,lucene-log,69335,0.621,5,5,1.0,0.9367972739417376,13.742566681438523,0.15507909072143178,0.11513157894736842,8,0.125
4,ii-svd-log,16766,0.725,5,5,1.0,0.9767628468582126,11.965622090756977,0.0,0.0,,0.0
5,lucene-log,109347,0.275,5,5,1.0,0.9757340007837888,12.684818934934553,0.0,0.0,,0.0
5,lucene-svd-log,80946,0.719,5,5,1.0,1.0,14.315748688506009,0.23886923554905234,0.2361111111111111,4,0.25
5,ii-log,56574,1.339,5,5,1.0,0.9627030476321132,11.315748688506009,0.08607407156342275,0.09090909090909091,11,0.09090909090909091
5,lucene-svd-log,81574,0.126,5,5,1.0,1.0,17.80803155822425,0.0,0.0,,0.0
5,lucene-log,109429,0.39,5,5,1.0,1.0,14.965622090756977,0.06742768211435227,0.045454545454545456,22,0.045454545454545456
5,ii-svd-log,43618,0.8200000000000001,5,5,1.0,0.9950722510209266,13.219480655897856,0.0,0.0,,0.0
4,ii-svd-log,17318,0.677,5,5,1.0,1.0,13.565748688506009,0.06612058924770522,0.045454545454545456,22,0.045454545454545456
5,ii-log,57242,0.41100000000000003,5,5,1.0,0.9763666731291899,16.54617205108134,0.29124791151653784,0.30952380952380953,3,0.3333333333333333
5,lucene-svd-log,81783,0.39,5,5,1.0,0.9875592488730048,15.896298648830369,0.1204012219556906,0.2,5,0.2
1,svd-log,320,0.01,5,5,1.0,1.0,12.35426897461019,0.37897207170164415,0.3214285714285714,2,0.5
1,svd-log,370,0.008,5,5,1.0,0.9633765372327248,13.169100862650758,0.0,0.0,,0.0
1,svd-log,1387,0.01,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
1,svd-log,1835,0.01,5,5,1.0,0.9414688222868406,14.484565739436487,0.1959520164062422,0.14,5,0.2
4,lucene-log,70201,0.962,5,5,1.0,0.9814342034615984,13.215622090756977,0.18741941495730463,0.3333333333333333,3,0.3333333333333333
1,svd-log,2248,0.01,5,5,1.0,0.9770709631333402,12.800030616222216,0.1181192940199536,0.16666666666666666,6,0.16666666666666666
1,svd-log,2702,0.009000000000000001,5,5,1.0,0.9814342034615984,13.215622090756977,0.0,0.0,,0.0
5,ii-svd-log,43649,0.26,5,5,1.0,0.9665650144413613,14.454395572359223,0.0,0.0,,0.0
1,svd-log,2847,0.01,5,5,1.0,0.9735759171105955,12.90015721397125,0.0,0.0,,0.0
