Partition,Algorithm,BlendWeight,BuildTime,TestTime,NUsers,NAttempted,NGood,Coverage,RMSE.ByUser,RMSE.ByRating,Predict.nDCG,TopN.nDCG,MAP,MRR
3,lucene-svd-blend,0.2,0.018000000000000002,74.10000000000001,172,860,860,1.0,0.713054308010062,0.8028329465033165,0.9701065754117527,0.03725730338584011,0.06678718516566423,0.07190113087617213
3,lucene-svd-blend,0.1,0.017,73.929,172,860,860,1.0,0.7208305925175924,0.8130777474500737,0.9696305692074663,0.034587256830023595,0.05903614914068134,0.06395132721056113
3,svd,,17.269000000000002,0.391,172,860,860,1.0,0.717456993742059,0.8084113190626774,0.9695112989569131,0.05073605355018252,0.08597539511652807,0.08993476263478603
3,ii-svd-blend,0.3,0.063,100.015,172,860,860,1.0,0.6972193405106345,0.7847556569085663,0.9677316794020746,0.039769626678024965,0.06678025894104969,0.06757533724445489
3,ii-svd-blend,0.2,0.054,99.94200000000001,172,860,860,1.0,0.699210437167809,0.786316629815484,0.9676634462084123,0.036177684467124355,0.05798671900834584,0.058928822260730596
3,lucene-svd-blend,0,0.016,73.465,172,860,860,1.0,0.7301831760631464,0.8253730478173767,0.9701832818185203,0.03059138434196562,0.04954556153760559,0.049780888226420655
2,lucene,,0.038,16.607,173,865,840,0.9710982658959537,0.7396002525828943,0.8270041274057429,0.9542996955457017,0.019487551309922465,0.02489682433896135,0.02626262574874366
3,ii,,0.052000000000000005,40.442,172,860,860,1.0,0.7058234283047738,0.792320926006912,0.967242292669562,0.028364905066962678,0.04018393528437055,0.040449331018347544
1,ii-svd-blend,0.4,0.059000000000000004,95.309,173,865,865,1.0,0.72388789427871,0.8128607219877986,0.9715638166766798,0.04399151034521049,0.05785524694837478,0.061269290903945964
3,ii-svd-blend,0.1,0.054,95.806,172,860,860,1.0,0.7020843247886276,0.7888414576055184,0.9675716218333884,0.0305857753404312,0.04651168958741105,0.04648282416768073
3,ii-svd-blend,0,0.053,93.417,172,860,860,1.0,0.7058234283047738,0.792320926006912,0.967242292669562,0.028364905066962678,0.04018393528437055,0.040449331018347544
1,lucene-svd-blend,0.4,0.01,69.45,173,865,865,1.0,0.7258513479037327,0.8161765167616595,0.9728059354442855,0.0357232345848662,0.047944565551849,0.05177450568236715
2,lucene-svd-blend,0.9,11.805,72.383,173,865,865,1.0,0.7220249089653599,0.7996099190070352,0.9678139674168963,0.04796931109591923,0.07367585232722013,0.08602076775079855
2,lucene-svd-blend,0.8,5.684,72.478,173,865,865,1.0,0.7170610453492425,0.7950452537106533,0.9702817374736769,0.04882141335954361,0.08214273074716873,0.09069518833906869
2,lucene-svd-blend,1.0,27.537,72.779,173,865,865,1.0,0.7286315193229902,0.8059562804668571,0.9677411926302808,0.04639273694252617,0.07840256917463723,0.08779418911539012
2,lucene-svd-blend,0.7,0.017,74.302,173,865,865,1.0,0.7137931800079783,0.7922930800178493,0.9719852563486804,0.049974360622591946,0.08442572949807134,0.09209854860497123
2,ii-svd-blend,0.9,24.686,99.066,173,865,865,1.0,0.7247702018634358,0.8018429302142108,0.9674834565998719,0.04822851340946381,0.08328319500154685,0.0964493835186294
2,ii-svd-blend,1.0,35.497,99.368,173,865,865,1.0,0.7286315193229902,0.8059562804668571,0.9677411926302808,0.04639273694252617,0.07840256917463723,0.08779418911539012
2,ii-svd-blend,0.8,14.232000000000001,99.488,173,865,865,1.0,0.7216724157294254,0.7985461694130274,0.9684808744287728,0.048435724228961745,0.08233762095650983,0.09444415411178418
2,lucene-svd-blend,0.6,0.016,74.301,173,865,865,1.0,0.7122550749082787,0.7913723081858739,0.9732691576922998,0.04689832408898391,0.08218825688530122,0.08800467768689088
1,ii-svd-blend,0.5,0.053,98.929,173,865,865,1.0,0.7239817518710875,0.8127382106862687,0.9717986777407046,0.04577984899596646,0.0633892198689291,0.06935817663331187
2,lucene-svd-blend,0.5,0.016,74.68,173,865,865,1.0,0.7124570314105977,0.7922893234202002,0.9727601209864768,0.04513541824992829,0.08298203198769406,0.087450829841395
2,ii-svd-blend,0.7,0.052000000000000005,100.286,173,865,865,1.0,0.7193666108768217,0.7960761432633787,0.9706106456167378,0.04856861435467972,0.08654912017946234,0.09730785659229063
2,ii-svd-blend,0.6,0.055,100.453,173,865,865,1.0,0.717875402609326,0.7944405631015686,0.9705978790680235,0.04766810737801833,0.08944754451402549,0.1002884028132313
2,lucene-svd-blend,0.4,0.018000000000000002,74.623,173,865,865,1.0,0.7143842536918489,0.7950377665059528,0.9725198761407499,0.03847128233114176,0.06612781758755357,0.07006113667229259
2,ii-svd-blend,0.5,0.053,99.946,173,865,865,1.0,0.7172172229714336,0.793644587941194,0.9713413887633443,0.04710130443981583,0.09180541156748481,0.10201664972593925
2,ii-svd-blend,0.4,0.069,100.035,173,865,865,1.0,0.7174078641559749,0.7936907438509823,0.9702984703300787,0.04307748837075539,0.08402539175660563,0.09356004464385967
2,lucene-svd-blend,0.3,0.016,73.922,173,865,865,1.0,0.7179980521072503,0.7995987522869479,0.9710483070288031,0.03221014145521863,0.05012608182998279,0.050976190075534764
1,lucene-svd-blend,0.5,0.016,73.167,173,865,865,1.0,0.7234424999746369,0.8125700058011236,0.9730839351135699,0.04067133818669835,0.05225920547843616,0.05423375123150337
2,lucene-svd-blend,0.2,0.017,74.18,173,865,865,1.0,0.7232397960150803,0.8059415087150223,0.9709320568231948,0.027013247641922405,0.03824598920609556,0.03942137932657238
2,lucene-svd-blend,0.1,0.016,73.848,173,865,865,1.0,0.7300371240161814,0.8140243869834509,0.9704018010775045,0.02136982401091276,0.031383614855355436,0.03255344695004302
2,svd,,17.182,0.385,173,865,865,1.0,0.7358408210688664,0.8178662945635223,0.9700143431287152,0.03709874175181227,0.06446991189980115,0.07101658734883902
2,ii-svd-blend,0.3,0.055,99.34400000000001,173,865,865,1.0,0.7184576711230132,0.7945788840765086,0.971219553179095,0.03967197442962567,0.07867712594121049,0.08731455391049839
2,ii-svd-blend,0.2,0.053,99.568,173,865,865,1.0,0.7203648296502727,0.7963061913642145,0.9714866286849747,0.03519941422630392,0.07262130788137874,0.07761569692201056
1,lucene,,0.007,17.263,173,865,837,0.9676300578034682,0.7489945695376533,0.8516429308492676,0.9553334038104462,0.021355774333362294,0.0207993029381188,0.024243990623755676
2,lucene-svd-blend,0,0.016,73.732,173,865,865,1.0,0.7383110496675364,0.823796167787065,0.9698946777859251,0.019487551309922465,0.02489682433896135,0.02626262574874366
2,ii,,0.047,43.081,173,865,865,1.0,0.7266651633176191,0.8022539927553536,0.9711130984982117,0.025547352226074016,0.049007693700780536,0.048894255437053266
2,ii-svd-blend,0.1,0.053,99.404,173,865,865,1.0,0.7231110736830267,0.798867222402359,0.9715630535294822,0.030197139743477312,0.06149353012346965,0.06253401179978949
2,ii-svd-blend,0,0.054,99.64,173,865,865,1.0,0.7266651633176191,0.8022539927553536,0.9711130984982117,0.025547352226074016,0.049007693700780536,0.048894255437053266
1,ii-svd-blend,0.6,0.06,98.271,173,865,865,1.0,0.7248680946082248,0.8134033094328778,0.9723414744711332,0.04688124786130736,0.0621272939853265,0.0678220491556897
1,lucene-svd-blend,1.0,0.016,72.779,173,865,865,1.0,0.7360407127986666,0.8238677756910976,0.9715662506232092,0.04107352628881736,0.06069204739487656,0.06207715085499924
1,lucene-svd-blend,0.9,0.016,72.941,173,865,865,1.0,0.7302576061498678,0.8177281646123638,0.9733044543713395,0.04118027699927828,0.06060210732337111,0.06431689637992541
1,ii-svd-blend,1.0,0.054,96.895,173,865,865,1.0,0.7360407127986666,0.8238677756910976,0.9715662506232092,0.04107352628881736,0.06069204739487656,0.06207715085499924
1,lucene-svd-blend,0.8,0.017,70.672,173,865,865,1.0,0.7260812732621548,0.8135054770189961,0.972761189441158,0.04176349336422463,0.05627399282754856,0.06283093397671326
1,ii-svd-blend,0.9,0.055,93.953,173,865,865,1.0,0.7321442277104061,0.820093757703328,0.9729578183255371,0.041261170605561316,0.06398852671217571,0.06732824758491823
1,lucene-svd-blend,0.7,0.016,66.168,173,865,865,1.0,0.7235458157574886,0.8112296479055683,0.9729912388057943,0.041836502528758465,0.05527825061325435,0.059639438325930556
1,lucene-svd-blend,0.6,0.016,61.593,173,865,865,1.0,0.7226674478702256,0.8109170689432861,0.9728263155773723,0.04357331872916514,0.05661050154177967,0.061641897035602904
1,ii-svd-blend,0.8,0.053,85.58800000000001,173,865,865,1.0,0.7289682343373693,0.8170863662756719,0.9728009760258264,0.04304501954082115,0.06496913154597615,0.06828397432783695
1,ii-svd-blend,0.7,0.052000000000000005,73.496,173,865,865,1.0,0.7265358898570325,0.8148540896449168,0.9726512632348348,0.04375326693930302,0.05955182445307653,0.06510723776225631
