Partition,Algorithm,BlendWeight,User,TestTime,NAttempted,NGood,Coverage,RMSE,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
5,lucene,,93347,0.021,5,4,0.8,1.1144780018387095,0.8257497522364977,10.02371901428583,0.0,0.0,,0.0
5,lucene,,93623,0.025,5,5,1.0,0.7117585779934076,0.9927344919900112,13.680960369793672,0.0,0.0,,0.0
5,lucene,,94175,0.062,5,5,1.0,0.1729714612877002,1.0,13.00028381172028,0.0,0.0,,0.0
5,lucene,,94676,0.027,5,5,1.0,0.6574305918694028,0.9446991536403263,13.9964252465794,0.0,0.0,,0.0
5,lucene,,96320,0.06,5,5,1.0,0.5441283977173704,0.9903731027498777,13.469480655897856,0.0,0.0,,0.0
5,lucene,,96482,0.078,5,5,1.0,0.5743160903957706,0.9844732857097492,14.65015721397125,0.3023946924930635,0.5,2,0.5
5,lucene,,96557,0.041,5,5,1.0,0.8030828434640989,0.9338799530266003,15.592693279187555,0.0,0.0,,0.0
5,lucene,,96864,0.045,5,5,1.0,0.7266101739627746,0.9724371934881971,13.711763525616098,0.07091992154557694,0.0625,16,0.0625
5,lucene,,96977,0.022,5,4,0.8,0.5352530606711446,0.8771993034143559,14.339183891071558,0.30587490546116547,1.0,1,1.0
5,lucene,,97436,0.015,5,5,1.0,1.2979111049095653,0.8886677659129536,9.365495493007945,0.08980095099713938,0.1111111111111111,9,0.1111111111111111
5,lucene,,97881,0.057,5,5,1.0,0.7550563269422097,0.9197118271879661,12.646298648830369,0.0,0.0,,0.0
5,lucene,,97961,0.027,5,5,1.0,0.5254777758787239,0.9546149312959222,15.127355000150859,0.0,0.0,,0.0
5,lucene,,98494,0.07200000000000001,5,5,1.0,0.8043650125267221,1.0,14.10426897461019,0.0,0.0,,0.0
5,lucene,,100728,0.052000000000000005,5,5,1.0,0.2584115664139746,0.9935659102489935,15.461763525616098,0.0,0.0,,0.0
5,lucene,,102853,0.059000000000000004,5,4,0.8,0.6129171701369166,0.8159351612604341,10.02371901428583,0.0,0.0,,0.0
5,lucene,,103286,0.037,5,5,1.0,1.0403923332584497,0.9113160851696145,13.046172051081339,0.0,0.0,,0.0
5,lucene,,103667,0.045,5,5,1.0,0.3977834784183345,0.9804101564047385,14.2464252465794,0.0,0.0,,0.0
5,lucene,,103754,0.028,5,5,1.0,1.444940324833653,0.9105837627762596,12.41587528625504,0.03393868561110692,0.05,20,0.05
5,lucene,,105059,0.07,5,4,0.8,1.8531710052354793,0.7055952179157141,9.02371901428583,0.0,0.0,,0.0
5,lucene,,105455,0.066,5,5,1.0,0.2517926959558829,1.0,14.965622090756977,0.33409904176907457,1.0,1,1.0
5,lucene,,106236,0.045,5,5,1.0,0.4696502235866824,0.9877513473090749,14.881213565291738,0.0,0.0,,0.0
5,lucene,,107020,0.034,5,5,1.0,0.4892260006284777,0.9960107023234545,17.30803155822425,0.0,0.0,,0.0
5,lucene,,108195,0.06,5,4,0.8,0.26846761038796413,0.8683024542486838,7.3273243839286435,0.0,0.0,,0.0
5,lucene,,109429,0.056,5,5,1.0,0.5070468611975916,1.0,15.065748688506009,0.0,0.0,,0.0
5,lucene,,109550,0.062,5,5,1.0,0.8813767203092202,0.9693432799944607,11.669733851395918,0.0,0.0,,0.0
5,lucene,,110148,0.055,5,5,1.0,0.8556572618493923,0.9466425690082736,10.715622090756977,0.0,0.0,,0.0
5,lucene,,111206,0.078,5,5,1.0,1.1431376994947233,0.9194452724863198,12.9964252465794,0.0,0.0,,0.0
5,lucene,,113673,0.051000000000000004,5,5,1.0,0.44470000457594955,0.987050424703647,14.065748688506009,0.1169567349455806,0.125,8,0.125
1,ii,,320,0.137,5,5,1.0,0.35595106475202337,0.9806962218840574,14.461763525616098,0.0,0.0,,0.0
5,lucene,,115852,0.061,5,5,1.0,0.2657284991511942,1.0,12.684818934934553,0.0,0.0,,0.0
5,lucene,,117100,0.041,5,5,1.0,0.6856546672147219,0.9353961331665503,13.531086967542706,0.0,0.0,,0.0
5,lucene,,118304,0.025,5,5,1.0,0.44878087377356474,0.973967522174974,14.396298648830369,0.0,0.0,,0.0
5,lucene,,120479,0.06,5,4,0.8,0.27080891722989786,0.8747518308936368,12.27371901428583,0.0,0.0,,0.0
5,lucene,,120782,0.059000000000000004,5,5,1.0,0.506394497874855,0.9636371141973218,13.25028381172028,0.0,0.0,,0.0
1,ii,,359,0.217,5,5,1.0,0.40515838730124043,0.9788601136252961,13.180960369793672,0.0,0.0,,0.0
5,lucene,,121403,0.02,5,5,1.0,0.4452094562290586,0.9595794982655249,14.696678442077467,0.0,0.0,,0.0
5,lucene,,122841,0.036000000000000004,5,5,1.0,0.3805094644759923,1.0,12.684818934934553,0.0,0.0,,0.0
5,lucene,,124425,0.062,5,5,1.0,0.4489164117362316,0.979113546595122,11.719480655897856,0.0,0.0,,0.0
5,lucene,,124998,0.061,5,5,1.0,1.17637451589915,0.9259947766525254,9.669733851395918,0.0,0.0,,0.0
1,ii,,910,0.232,5,5,1.0,0.3361881638567768,1.0,13.850410409469312,0.0,0.0,,0.0
5,lucene,,125171,0.059000000000000004,5,4,0.8,0.39098456541092885,0.8719273809617484,8.011859507142916,0.0,0.0,,0.0
5,lucene,,126097,0.032,5,5,1.0,1.1211907502379554,0.8962688819048593,12.162016721114163,0.0,0.0,,0.0
5,lucene,,126249,0.041,5,5,1.0,0.29247330840884594,1.0,17.12735500015086,0.0,0.0,,0.0
5,lucene,,126912,0.069,5,5,1.0,0.4625640320557807,0.9854522855895046,12.50028381172028,0.08868869203183502,0.0625,16,0.0625
5,lucene,,131835,0.021,5,5,1.0,1.139939456887957,0.9031798223345422,13.277228402401827,0.15305563319865062,0.25,4,0.25
1,ii,,1015,0.187,5,5,1.0,1.128005230291346,0.9833873780658439,10.923592416536797,0.0,0.0,,0.0
5,lucene,,131910,0.059000000000000004,5,4,0.8,1.0456552667690304,0.900157982068292,12.27371901428583,0.0,0.0,,0.0
5,lucene,,132578,0.023,5,5,1.0,1.376453021702231,0.9872332867679952,14.269860449144952,0.0,0.0,,0.0
5,lucene,,132595,0.05,5,5,1.0,0.4492957967686468,1.0,16.56189012336513,0.0,0.0,,0.0
1,ii,,1387,0.155,5,5,1.0,0.7735681909219994,0.962461355618192,12.819607253646886,0.08376912031689394,0.08333333333333333,12,0.08333333333333333
5,lucene,,133811,0.038,5,5,1.0,1.3913652431099839,0.9895580349968005,12.407874344253004,0.0,0.0,,0.0
5,lucene,,135223,0.061,5,5,1.0,0.96259130884112,0.9619451527993484,12.638930695573494,0.0,0.0,,0.0
5,lucene,,138176,0.014,5,4,0.8,0.19400180507386885,0.906354605145574,14.589183891071558,0.5066084243831731,0.8333333333333333,1,1.0
1,ii,,1738,0.12,5,5,1.0,0.32483993178290604,1.0,16.446678442077467,0.07984880836644391,0.07142857142857142,14,0.07142857142857142
1,ii,,7723,0.23700000000000002,5,5,1.0,0.7554566143474208,0.9580322874174291,12.9964252465794,0.0,0.0,,0.0
1,ii,,7880,0.20800000000000002,5,5,1.0,0.6004799056635405,0.9828364469725283,14.315748688506009,0.0,0.0,,0.0
1,ii,,8335,0.062,5,5,1.0,0.8063547646366824,0.9587917054107784,13.2464252465794,0.0,0.0,,0.0
1,ii,,9197,0.217,5,5,1.0,1.080663100633486,0.9513411187429935,15.046172051081339,0.0,0.0,,0.0
1,ii,,9263,0.159,5,5,1.0,0.6540229395920364,0.9512392181009435,14.631213565291738,0.0,0.0,,0.0
1,ii,,10055,0.215,5,5,1.0,0.5404836636110819,0.961973752992732,12.7464252465794,0.0,0.0,,0.0
1,ii,,10164,0.209,5,5,1.0,0.7011337484340425,0.9609719819348989,13.631213565291738,0.07904359768220405,0.045454545454545456,22,0.045454545454545456
1,ii,,10573,0.187,5,5,1.0,0.31471262759205054,0.9818591958247704,13.531086967542706,0.0,0.0,,0.0
1,ii,,11081,0.216,5,5,1.0,0.7250155560558108,0.9121756674229599,7.273086025540669,0.0,0.0,,0.0
1,ii,,12271,0.20700000000000002,5,5,1.0,0.400544545611875,0.9954159738026584,14.215622090756977,0.07169146869325654,0.06666666666666667,15,0.06666666666666667
1,ii,,12721,0.067,5,5,1.0,0.5402908109270076,0.9846372050427099,12.83469233718552,0.0,0.0,,0.0
1,ii,,13340,0.081,5,5,1.0,1.0571598153926165,1.0,16.56189012336513,0.0,0.0,,0.0
1,ii,,13565,0.199,5,5,1.0,0.34074985728549917,1.0,14.350410409469312,0.0,0.0,,0.0
1,ii,,14382,0.146,5,5,1.0,1.0646825871879368,0.934761115558178,13.615495493007945,0.07580297397423376,0.1111111111111111,9,0.1111111111111111
1,ii,,14644,0.169,5,5,1.0,0.2123606428154158,0.9957342289362595,15.281086967542706,0.0,0.0,,0.0
1,ii,,16126,0.216,5,5,1.0,0.5374189817523108,0.9818591958247704,13.531086967542706,0.0,0.0,,0.0
1,ii,,16337,0.089,5,5,1.0,1.2407405684261015,0.9358148088209308,13.461763525616098,0.0,0.0,,0.0
1,ii,,16581,0.213,5,5,1.0,0.33100635454747507,0.9971705373119486,12.215622090756977,0.0,0.0,,0.0
1,ii,,16766,0.163,5,5,1.0,0.4706727401815753,0.9599020990690973,11.969480655897856,0.0,0.0,,0.0
1,ii,,18204,0.092,5,5,1.0,0.9437884345184888,0.9865795407759526,13.565748688506009,0.0,0.0,,0.0
1,ii,,18758,0.167,5,5,1.0,0.35560457396455764,0.983602713688175,14.9964252465794,0.0,0.0,,0.0
1,ii,,20028,0.213,5,5,1.0,0.6177187325943417,0.9546948528147461,11.66587528625504,0.0,0.0,,0.0
1,ii,,21050,0.097,5,5,1.0,1.3710982484376515,0.9314266848841881,11.804522170108255,0.0,0.0,,0.0
1,ii,,21401,0.064,5,5,1.0,0.7432618360511983,0.9493781910203535,14.065748688506009,0.0,0.0,,0.0
1,ii,,22352,0.215,5,5,1.0,0.5467496642351478,1.0,15.16587528625504,0.0,0.0,,0.0
1,ii,,22377,0.224,5,5,1.0,0.5010966679001557,0.9857630617514371,13.865495493007945,0.0,0.0,,0.0
1,ii,,24389,0.108,5,5,1.0,0.8679560347595513,1.0,13.169733851395918,0.0,0.0,,0.0
1,ii,,25268,0.192,5,5,1.0,0.5380152634320107,0.9608915033136595,12.284945532683583,0.1564339867453621,0.25,4,0.25
1,ii,,26022,0.115,5,5,1.0,1.0200107624839245,0.9441219489062843,9.619354058148824,0.0,0.0,,0.0
1,ii,,26480,0.215,5,5,1.0,0.8050841105040819,0.9721474944027754,12.769227460399792,0.0,0.0,,0.0
1,ii,,27365,0.187,5,5,1.0,0.48068265460526766,0.9645896759009377,12.781086967542706,0.0842073874385683,0.08333333333333333,12,0.08333333333333333
1,ii,,27579,0.107,5,5,1.0,0.9159419475363301,0.9948531800506042,12.654015779112127,0.4668464595350342,0.45,2,0.5
1,ii,,27838,0.191,5,5,1.0,0.4250057453643167,0.9457221555102523,12.531086967542706,0.0,0.0,,0.0
1,ii,,28340,0.209,5,5,1.0,0.7370363279511116,0.9935012558772343,10.008000942002038,0.0,0.0,,0.0
1,ii,,29474,0.093,5,5,1.0,0.6172794337473079,1.0,14.565748688506009,0.0,0.0,,0.0
1,ii,,30631,0.191,5,5,1.0,0.46138137811039653,0.9800672230615031,13.9964252465794,0.0,0.0,,0.0
1,ii,,30838,0.074,5,5,1.0,1.3351874974114146,0.8857666629419017,8.58532532593068,0.0,0.0,,0.0
1,ii,,31273,0.2,5,5,1.0,0.5685119889268339,0.9871096421689469,14.131213565291738,0.0,0.0,,0.0
1,ii,,31362,0.156,5,5,1.0,0.38036785899154674,0.9780248069094993,14.211763525616098,0.0,0.0,,0.0
